0.0 G_2
0.0 C_3
0.0 E_3
0.0 G_3
0.0 B_3
0.18575963718820862 E_2
0.18575963718820862 C_3
0.18575963718820862 E_3
0.18575963718820862 G_3
0.18575963718820862 B_3
0.37151927437641724 E_2
0.37151927437641724 C_3
0.37151927437641724 B_3
0.5572789115646258 E_2
0.5572789115646258 C_3
0.5572789115646258 B_3
0.7430385487528345 E_2
0.7430385487528345 C_3
0.9287981859410431 E_2
0.9287981859410431 C_3
1.1145578231292517 E_2
1.1145578231292517 C_3
1.3003174603174603 E_2
1.3003174603174603 C_3
1.486077097505669 E_2
1.486077097505669 C_3
1.6718367346938776 E_2
1.6718367346938776 C_3
1.8575963718820863 E_2
1.8575963718820863 C_3
2.043356009070295 E_2
2.043356009070295 C_3
2.2291156462585033 E_2
2.2291156462585033 C_3
2.414875283446712 E_2
2.414875283446712 C_3
2.6006349206349206 C_3
2.6006349206349206 E_3
